cohort	subject	modality	gene	reference_method	cluster_id	comparator	reference_correct	comparator_correct	delta	reference_callable	comparator_callable	comparator_status
1000G-development	NA11831	wes	B	SimplePluralityLex	1000G-development:NA11831	Caller:SpecHLA	1	0	-1	1	1	callable
1000G-development	NA11831	wes	C	SimplePluralityLex	1000G-development:NA11831	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA11832	wes	A	SimplePluralityLex	1000G-development:NA11832	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA11832	wes	B	SimplePluralityLex	1000G-development:NA11832	Caller:SpecHLA	0	0	0	1	1	callable
1000G-development	NA11832	wes	C	SimplePluralityLex	1000G-development:NA11832	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA11840	wes	A	SimplePluralityLex	1000G-development:NA11840	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA11840	wes	B	SimplePluralityLex	1000G-development:NA11840	Caller:SpecHLA	0	0	0	1	1	callable
1000G-development	NA11840	wes	C	SimplePluralityLex	1000G-development:NA11840	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA11843	wes	A	SimplePluralityLex	1000G-development:NA11843	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA11843	wes	B	SimplePluralityLex	1000G-development:NA11843	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA11843	wes	C	SimplePluralityLex	1000G-development:NA11843	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA11894	wes	A	SimplePluralityLex	1000G-development:NA11894	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA11894	wes	B	SimplePluralityLex	1000G-development:NA11894	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA11894	wes	C	SimplePluralityLex	1000G-development:NA11894	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA11920	wes	A	SimplePluralityLex	1000G-development:NA11920	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA11920	wes	B	SimplePluralityLex	1000G-development:NA11920	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA11920	wes	C	SimplePluralityLex	1000G-development:NA11920	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA12004	wes	A	SimplePluralityLex	1000G-development:NA12004	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA12004	wes	B	SimplePluralityLex	1000G-development:NA12004	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA12004	wes	C	SimplePluralityLex	1000G-development:NA12004	Caller:SpecHLA	1	0	-1	1	1	callable
1000G-development	NA12044	wes	A	SimplePluralityLex	1000G-development:NA12044	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA12044	wes	B	SimplePluralityLex	1000G-development:NA12044	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA12044	wes	C	SimplePluralityLex	1000G-development:NA12044	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA12154	wes	A	SimplePluralityLex	1000G-development:NA12154	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA12154	wes	B	SimplePluralityLex	1000G-development:NA12154	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA12154	wes	C	SimplePluralityLex	1000G-development:NA12154	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA12234	wes	A	SimplePluralityLex	1000G-development:NA12234	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA12234	wes	B	SimplePluralityLex	1000G-development:NA12234	Caller:SpecHLA	1	0	-1	1	1	callable
1000G-development	NA12234	wes	C	SimplePluralityLex	1000G-development:NA12234	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA12489	wes	A	SimplePluralityLex	1000G-development:NA12489	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA12489	wes	B	SimplePluralityLex	1000G-development:NA12489	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA12489	wes	C	SimplePluralityLex	1000G-development:NA12489	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA12751	wes	A	SimplePluralityLex	1000G-development:NA12751	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA12751	wes	B	SimplePluralityLex	1000G-development:NA12751	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA12751	wes	C	SimplePluralityLex	1000G-development:NA12751	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA12763	wes	A	SimplePluralityLex	1000G-development:NA12763	Caller:SpecHLA	0	0	0	1	1	callable
1000G-development	NA12763	wes	B	SimplePluralityLex	1000G-development:NA12763	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA12763	wes	C	SimplePluralityLex	1000G-development:NA12763	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA12775	wes	A	SimplePluralityLex	1000G-development:NA12775	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA12775	wes	B	SimplePluralityLex	1000G-development:NA12775	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA12775	wes	C	SimplePluralityLex	1000G-development:NA12775	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA12812	wes	A	SimplePluralityLex	1000G-development:NA12812	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA12812	wes	B	SimplePluralityLex	1000G-development:NA12812	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA12812	wes	C	SimplePluralityLex	1000G-development:NA12812	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18486	wes	A	SimplePluralityLex	1000G-development:NA18486	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18486	wes	B	SimplePluralityLex	1000G-development:NA18486	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18486	wes	C	SimplePluralityLex	1000G-development:NA18486	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18488	wes	A	SimplePluralityLex	1000G-development:NA18488	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18488	wes	B	SimplePluralityLex	1000G-development:NA18488	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18488	wes	C	SimplePluralityLex	1000G-development:NA18488	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18489	wes	A	SimplePluralityLex	1000G-development:NA18489	Caller:SpecHLA	1	0	-1	1	1	callable
1000G-development	NA18489	wes	B	SimplePluralityLex	1000G-development:NA18489	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18489	wes	C	SimplePluralityLex	1000G-development:NA18489	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18498	wes	A	SimplePluralityLex	1000G-development:NA18498	Caller:SpecHLA	0	0	0	1	1	callable
1000G-development	NA18498	wes	B	SimplePluralityLex	1000G-development:NA18498	Caller:SpecHLA	1	0	-1	1	1	callable
1000G-development	NA18498	wes	C	SimplePluralityLex	1000G-development:NA18498	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18499	wes	A	SimplePluralityLex	1000G-development:NA18499	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18499	wes	B	SimplePluralityLex	1000G-development:NA18499	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18499	wes	C	SimplePluralityLex	1000G-development:NA18499	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18501	wes	A	SimplePluralityLex	1000G-development:NA18501	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18501	wes	B	SimplePluralityLex	1000G-development:NA18501	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18501	wes	C	SimplePluralityLex	1000G-development:NA18501	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18502	wes	A	SimplePluralityLex	1000G-development:NA18502	Caller:SpecHLA	1	0	-1	1	1	callable
1000G-development	NA18502	wes	B	SimplePluralityLex	1000G-development:NA18502	Caller:SpecHLA	1	0	-1	1	1	callable
1000G-development	NA18502	wes	C	SimplePluralityLex	1000G-development:NA18502	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18504	wes	A	SimplePluralityLex	1000G-development:NA18504	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18504	wes	B	SimplePluralityLex	1000G-development:NA18504	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18504	wes	C	SimplePluralityLex	1000G-development:NA18504	Caller:SpecHLA	0	0	0	1	1	callable
1000G-development	NA18505	wes	A	SimplePluralityLex	1000G-development:NA18505	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18505	wes	B	SimplePluralityLex	1000G-development:NA18505	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18505	wes	C	SimplePluralityLex	1000G-development:NA18505	Caller:SpecHLA	0	0	0	1	1	callable
1000G-development	NA18507	wes	A	SimplePluralityLex	1000G-development:NA18507	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18507	wes	B	SimplePluralityLex	1000G-development:NA18507	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18507	wes	C	SimplePluralityLex	1000G-development:NA18507	Caller:SpecHLA	0	0	0	1	1	callable
1000G-development	NA18508	wes	A	SimplePluralityLex	1000G-development:NA18508	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18508	wes	B	SimplePluralityLex	1000G-development:NA18508	Caller:SpecHLA	1	0	-1	1	1	callable
1000G-development	NA18508	wes	C	SimplePluralityLex	1000G-development:NA18508	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18510	wes	A	SimplePluralityLex	1000G-development:NA18510	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18510	wes	B	SimplePluralityLex	1000G-development:NA18510	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18510	wes	C	SimplePluralityLex	1000G-development:NA18510	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18511	wes	A	SimplePluralityLex	1000G-development:NA18511	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18511	wes	B	SimplePluralityLex	1000G-development:NA18511	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18511	wes	C	SimplePluralityLex	1000G-development:NA18511	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18516	wes	A	SimplePluralityLex	1000G-development:NA18516	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18516	wes	B	SimplePluralityLex	1000G-development:NA18516	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18516	wes	C	SimplePluralityLex	1000G-development:NA18516	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18517	wes	A	SimplePluralityLex	1000G-development:NA18517	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18517	wes	B	SimplePluralityLex	1000G-development:NA18517	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18517	wes	C	SimplePluralityLex	1000G-development:NA18517	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18522	wes	A	SimplePluralityLex	1000G-development:NA18522	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18522	wes	B	SimplePluralityLex	1000G-development:NA18522	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18522	wes	C	SimplePluralityLex	1000G-development:NA18522	Caller:SpecHLA	0	0	0	1	1	callable
1000G-development	NA18523	wes	A	SimplePluralityLex	1000G-development:NA18523	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18523	wes	B	SimplePluralityLex	1000G-development:NA18523	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18523	wes	C	SimplePluralityLex	1000G-development:NA18523	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18526	wes	A	SimplePluralityLex	1000G-development:NA18526	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18526	wes	B	SimplePluralityLex	1000G-development:NA18526	Caller:SpecHLA	1	0	-1	1	1	callable
1000G-development	NA18526	wes	C	SimplePluralityLex	1000G-development:NA18526	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18530	wes	A	SimplePluralityLex	1000G-development:NA18530	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18530	wes	B	SimplePluralityLex	1000G-development:NA18530	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18530	wes	C	SimplePluralityLex	1000G-development:NA18530	Caller:SpecHLA	0	0	0	1	1	callable
1000G-development	NA18532	wes	A	SimplePluralityLex	1000G-development:NA18532	Caller:SpecHLA	1	0	-1	1	1	callable
1000G-development	NA18532	wes	B	SimplePluralityLex	1000G-development:NA18532	Caller:SpecHLA	1	0	-1	1	1	callable
1000G-development	NA18532	wes	C	SimplePluralityLex	1000G-development:NA18532	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18534	wes	A	SimplePluralityLex	1000G-development:NA18534	Caller:SpecHLA	1	0	-1	1	1	callable
1000G-development	NA18534	wes	B	SimplePluralityLex	1000G-development:NA18534	Caller:SpecHLA	0	0	0	1	1	callable
1000G-development	NA18534	wes	C	SimplePluralityLex	1000G-development:NA18534	Caller:SpecHLA	1	0	-1	1	1	callable
1000G-development	NA18536	wes	A	SimplePluralityLex	1000G-development:NA18536	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18536	wes	B	SimplePluralityLex	1000G-development:NA18536	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18536	wes	C	SimplePluralityLex	1000G-development:NA18536	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18537	wes	A	SimplePluralityLex	1000G-development:NA18537	Caller:SpecHLA	0	0	0	1	1	callable
1000G-development	NA18537	wes	B	SimplePluralityLex	1000G-development:NA18537	Caller:SpecHLA	1	0	-1	1	1	callable
1000G-development	NA18537	wes	C	SimplePluralityLex	1000G-development:NA18537	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18542	wes	A	SimplePluralityLex	1000G-development:NA18542	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18542	wes	B	SimplePluralityLex	1000G-development:NA18542	Caller:SpecHLA	1	0	-1	1	1	callable
1000G-development	NA18542	wes	C	SimplePluralityLex	1000G-development:NA18542	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18543	wes	A	SimplePluralityLex	1000G-development:NA18543	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18543	wes	B	SimplePluralityLex	1000G-development:NA18543	Caller:SpecHLA	1	0	-1	1	1	callable
1000G-development	NA18543	wes	C	SimplePluralityLex	1000G-development:NA18543	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18544	wes	A	SimplePluralityLex	1000G-development:NA18544	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18544	wes	B	SimplePluralityLex	1000G-development:NA18544	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18544	wes	C	SimplePluralityLex	1000G-development:NA18544	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18545	wes	A	SimplePluralityLex	1000G-development:NA18545	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18545	wes	B	SimplePluralityLex	1000G-development:NA18545	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18545	wes	C	SimplePluralityLex	1000G-development:NA18545	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18858	wes	A	SimplePluralityLex	1000G-development:NA18858	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18858	wes	B	SimplePluralityLex	1000G-development:NA18858	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18858	wes	C	SimplePluralityLex	1000G-development:NA18858	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18861	wes	A	SimplePluralityLex	1000G-development:NA18861	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18861	wes	B	SimplePluralityLex	1000G-development:NA18861	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA18861	wes	C	SimplePluralityLex	1000G-development:NA18861	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA19093	wes	A	SimplePluralityLex	1000G-development:NA19093	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA19093	wes	B	SimplePluralityLex	1000G-development:NA19093	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA19093	wes	C	SimplePluralityLex	1000G-development:NA19093	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA19099	wes	A	SimplePluralityLex	1000G-development:NA19099	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA19099	wes	B	SimplePluralityLex	1000G-development:NA19099	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA19099	wes	C	SimplePluralityLex	1000G-development:NA19099	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA19116	wes	A	SimplePluralityLex	1000G-development:NA19116	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA19116	wes	B	SimplePluralityLex	1000G-development:NA19116	Caller:SpecHLA	0	0	0	1	1	callable
1000G-development	NA19116	wes	C	SimplePluralityLex	1000G-development:NA19116	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA19119	wes	A	SimplePluralityLex	1000G-development:NA19119	Caller:SpecHLA	0	0	0	1	1	callable
1000G-development	NA19119	wes	B	SimplePluralityLex	1000G-development:NA19119	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA19119	wes	C	SimplePluralityLex	1000G-development:NA19119	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA19129	wes	A	SimplePluralityLex	1000G-development:NA19129	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA19129	wes	B	SimplePluralityLex	1000G-development:NA19129	Caller:SpecHLA	1	0	-1	1	1	callable
1000G-development	NA19129	wes	C	SimplePluralityLex	1000G-development:NA19129	Caller:SpecHLA	0	0	0	1	1	callable
1000G-development	NA19130	wes	A	SimplePluralityLex	1000G-development:NA19130	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA19130	wes	B	SimplePluralityLex	1000G-development:NA19130	Caller:SpecHLA	1	0	-1	1	1	callable
1000G-development	NA19130	wes	C	SimplePluralityLex	1000G-development:NA19130	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA19131	wes	A	SimplePluralityLex	1000G-development:NA19131	Caller:SpecHLA	0	0	0	1	1	callable
1000G-development	NA19131	wes	B	SimplePluralityLex	1000G-development:NA19131	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA19131	wes	C	SimplePluralityLex	1000G-development:NA19131	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA19152	wes	A	SimplePluralityLex	1000G-development:NA19152	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA19152	wes	B	SimplePluralityLex	1000G-development:NA19152	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA19152	wes	C	SimplePluralityLex	1000G-development:NA19152	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA19153	wes	A	SimplePluralityLex	1000G-development:NA19153	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA19153	wes	B	SimplePluralityLex	1000G-development:NA19153	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA19153	wes	C	SimplePluralityLex	1000G-development:NA19153	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA19209	wes	A	SimplePluralityLex	1000G-development:NA19209	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA19209	wes	B	SimplePluralityLex	1000G-development:NA19209	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA19209	wes	C	SimplePluralityLex	1000G-development:NA19209	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA19210	wes	A	SimplePluralityLex	1000G-development:NA19210	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA19210	wes	B	SimplePluralityLex	1000G-development:NA19210	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA19210	wes	C	SimplePluralityLex	1000G-development:NA19210	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA20502	wes	A	SimplePluralityLex	1000G-development:NA20502	Caller:SpecHLA	1	0	-1	1	1	callable
1000G-development	NA20502	wes	B	SimplePluralityLex	1000G-development:NA20502	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA20502	wes	C	SimplePluralityLex	1000G-development:NA20502	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA20503	wes	A	SimplePluralityLex	1000G-development:NA20503	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA20503	wes	B	SimplePluralityLex	1000G-development:NA20503	Caller:SpecHLA	1	0	-1	1	1	callable
1000G-development	NA20503	wes	C	SimplePluralityLex	1000G-development:NA20503	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA20504	wes	A	SimplePluralityLex	1000G-development:NA20504	Caller:SpecHLA	1	0	-1	1	1	callable
1000G-development	NA20504	wes	B	SimplePluralityLex	1000G-development:NA20504	Caller:SpecHLA	1	0	-1	1	1	callable
1000G-development	NA20504	wes	C	SimplePluralityLex	1000G-development:NA20504	Caller:SpecHLA	1	0	-1	1	1	callable
1000G-development	NA20505	wes	A	SimplePluralityLex	1000G-development:NA20505	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA20505	wes	B	SimplePluralityLex	1000G-development:NA20505	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA20505	wes	C	SimplePluralityLex	1000G-development:NA20505	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA20506	wes	A	SimplePluralityLex	1000G-development:NA20506	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA20506	wes	B	SimplePluralityLex	1000G-development:NA20506	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA20506	wes	C	SimplePluralityLex	1000G-development:NA20506	Caller:SpecHLA	1	0	-1	1	1	callable
1000G-development	NA20507	wes	A	SimplePluralityLex	1000G-development:NA20507	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA20507	wes	B	SimplePluralityLex	1000G-development:NA20507	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA20507	wes	C	SimplePluralityLex	1000G-development:NA20507	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA20508	wes	A	SimplePluralityLex	1000G-development:NA20508	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA20508	wes	B	SimplePluralityLex	1000G-development:NA20508	Caller:SpecHLA	1	0	-1	1	1	callable
1000G-development	NA20508	wes	C	SimplePluralityLex	1000G-development:NA20508	Caller:SpecHLA	0	0	0	1	1	callable
1000G-development	NA20509	wes	A	SimplePluralityLex	1000G-development:NA20509	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA20509	wes	B	SimplePluralityLex	1000G-development:NA20509	Caller:SpecHLA	1	0	-1	1	1	callable
1000G-development	NA20509	wes	C	SimplePluralityLex	1000G-development:NA20509	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA20510	wes	A	SimplePluralityLex	1000G-development:NA20510	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA20510	wes	B	SimplePluralityLex	1000G-development:NA20510	Caller:SpecHLA	1	0	-1	1	1	callable
1000G-development	NA20510	wes	C	SimplePluralityLex	1000G-development:NA20510	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA20512	wes	A	SimplePluralityLex	1000G-development:NA20512	Caller:SpecHLA	1	0	-1	1	1	callable
1000G-development	NA20512	wes	B	SimplePluralityLex	1000G-development:NA20512	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA20512	wes	C	SimplePluralityLex	1000G-development:NA20512	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA20513	wes	A	SimplePluralityLex	1000G-development:NA20513	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA20513	wes	B	SimplePluralityLex	1000G-development:NA20513	Caller:SpecHLA	1	0	-1	1	1	callable
1000G-development	NA20513	wes	C	SimplePluralityLex	1000G-development:NA20513	Caller:SpecHLA	1	0	-1	1	1	callable
1000G-development	NA20514	wes	A	SimplePluralityLex	1000G-development:NA20514	Caller:SpecHLA	0	0	0	1	1	callable
1000G-development	NA20514	wes	B	SimplePluralityLex	1000G-development:NA20514	Caller:SpecHLA	1	0	-1	1	1	callable
1000G-development	NA20514	wes	C	SimplePluralityLex	1000G-development:NA20514	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA20515	wes	A	SimplePluralityLex	1000G-development:NA20515	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA20515	wes	B	SimplePluralityLex	1000G-development:NA20515	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA20515	wes	C	SimplePluralityLex	1000G-development:NA20515	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA20516	wes	A	SimplePluralityLex	1000G-development:NA20516	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA20516	wes	B	SimplePluralityLex	1000G-development:NA20516	Caller:SpecHLA	0	0	0	1	1	callable
1000G-development	NA20516	wes	C	SimplePluralityLex	1000G-development:NA20516	Caller:SpecHLA	1	0	-1	1	1	callable
1000G-development	NA20519	wes	A	SimplePluralityLex	1000G-development:NA20519	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA20519	wes	B	SimplePluralityLex	1000G-development:NA20519	Caller:SpecHLA	1	0	-1	1	1	callable
1000G-development	NA20519	wes	C	SimplePluralityLex	1000G-development:NA20519	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA20521	wes	A	SimplePluralityLex	1000G-development:NA20521	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA20521	wes	B	SimplePluralityLex	1000G-development:NA20521	Caller:SpecHLA	1	0	-1	1	1	callable
1000G-development	NA20521	wes	C	SimplePluralityLex	1000G-development:NA20521	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA20528	wes	A	SimplePluralityLex	1000G-development:NA20528	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA20528	wes	B	SimplePluralityLex	1000G-development:NA20528	Caller:SpecHLA	1	1	0	1	1	callable
1000G-development	NA20528	wes	C	SimplePluralityLex	1000G-development:NA20528	Caller:SpecHLA	0	0	0	1	1	callable
1000G-development	HG00096	wes	A	SimplePluralityLex	1000G-development:HG00096	Caller:T1K	1	1	0	1	1	callable
1000G-development	HG00096	wes	B	SimplePluralityLex	1000G-development:HG00096	Caller:T1K	1	0	-1	1	1	callable
1000G-development	HG00096	wes	C	SimplePluralityLex	1000G-development:HG00096	Caller:T1K	1	1	0	1	1	callable
1000G-development	HG00097	wes	A	SimplePluralityLex	1000G-development:HG00097	Caller:T1K	1	1	0	1	1	callable
1000G-development	HG00097	wes	B	SimplePluralityLex	1000G-development:HG00097	Caller:T1K	1	1	0	1	1	callable
1000G-development	HG00097	wes	C	SimplePluralityLex	1000G-development:HG00097	Caller:T1K	1	1	0	1	1	callable
1000G-development	HG00099	wes	A	SimplePluralityLex	1000G-development:HG00099	Caller:T1K	1	1	0	1	1	callable
1000G-development	HG00099	wes	B	SimplePluralityLex	1000G-development:HG00099	Caller:T1K	1	1	0	1	1	callable
1000G-development	HG00099	wes	C	SimplePluralityLex	1000G-development:HG00099	Caller:T1K	1	1	0	1	1	callable
1000G-development	HG00100	wes	A	SimplePluralityLex	1000G-development:HG00100	Caller:T1K	1	1	0	1	1	callable
1000G-development	HG00100	wes	B	SimplePluralityLex	1000G-development:HG00100	Caller:T1K	1	0	-1	1	1	callable
1000G-development	HG00100	wes	C	SimplePluralityLex	1000G-development:HG00100	Caller:T1K	1	1	0	1	1	callable
1000G-development	HG00101	wes	A	SimplePluralityLex	1000G-development:HG00101	Caller:T1K	1	1	0	1	1	callable
